Length,Width,Thickness
38.91587,13.49561,1.8354
35.82802,17.35469,1.78364
33.95626,13.34891,1.97617
37.28333,17.89664,1.53375
31.9699,10.86268,1.51942
35.48498,13.71775,1.66457
30.6807,12.46049,1.7312
33.67998,13.49724,1.58058
30.81939,15.77476,1.98619
34.12426,17.48497,1.53961
38.92233,18.68392,1.55815
38.98578,11.42517,1.96108
35.44532,14.50723,1.87675
39.17088,15.55394,1.58058
34.93567,14.69554,1.7223
36.03341,13.31481,1.75908
30.31199,18.20826,1.56638
33.57321,18.35922,1.61754
37.98628,17.3358,1.66735
39.17367,16.00903,1.76082
33.13939,14.50339,1.93093
36.40031,15.37909,1.92894
30.03758,17.59654,1.55223
30.90559,15.25041,1.52603
32.70013,14.64773,1.54397
33.19433,15.53846,1.92459
38.77709,13.28559,1.77035
33.10548,13.2211,1.90225
38.53613,17.42061,1.74963
31.41802,12.27565,1.62224
36.70142,13.25463,1.87093
35.06363,15.19104,1.98503
31.71857,16.45899,1.78305
37.93333,18.27301,1.80847
31.57363,15.64779,1.7883
38.99756,19.8012,1.95795
34.53261,12.02257,1.80277
39.61154,19.58293,1.52921
37.97269,17.59967,1.63041
32.64317,17.62369,2.17904
32.55434,12.15934,2.00961
30.15719,16.91661,2.38357
38.36501,18.67807,2.10997
35.13371,10.7086,2.34253
31.26348,19.61017,2.26294
33.31376,11.28967,2.42328
38.53013,10.24727,2.09383
34.77635,18.192,2.41837
35.88503,10.86097,2.49996
37.93713,15.83202,2.39218
31.77376,19.71791,2.1869
31.00011,15.16926,2.17692
36.42401,13.59606,2.48546
38.71564,12.42917,2.03744
30.38314,18.18729,2.41141
37.25851,17.51208,2.44345
39.71067,14.47663,2.20269
30.40722,17.15006,2.01292
37.17437,11.26389,2.25394
39.88332,14.45839,2.12417
35.52172,15.69124,2.09758
30.20428,17.95733,2.27582
35.68668,16.74761,2.24384
32.31221,15.11453,2.46201
30.3377,17.74533,2.45063
33.45902,15.27268,2.0096
35.63332,15.08727,2.06701
34.9607,19.70872,2.41203
39.8341,19.44643,2.38159
34.89977,15.05201,2.29071
31.29225,18.17893,2.47974
31.63657,15.46428,2.24708
33.04014,19.02398,2.24022
39.18046,10.37671,2.27782
36.18732,11.5325,2.35571
34.96147,12.03647,2.29204
38.96735,17.99601,2.14311
35.47622,17.94611,2.06138
35.99076,17.46418,2.35982
38.92345,15.63382,2.23088
38.99208,15.67625,2.26468
39.56122,10.48052,2.10996
36.69972,14.73936,2.37038
39.58014,15.05744,2.26748
37.67838,15.99462,2.41621
37.24179,13.43497,2.18696
31.15418,12.74796,2.052
38.91992,13.51456,2.03845
39.92884,18.33069,2.08041
34.55279,15.88189,2.22658
32.52739,18.10627,2.36024
37.48978,19.3997,2.36113
37.57775,11.63544,2.37143
37.1265,10.94518,2.09784
31.88768,16.02862,2.22805
38.64211,15.24988,2.26434
31.2743,19.34873,2.29053
39.51562,13.35768,2.2827
33.82084,10.12802,2.18729
34.94212,16.55747,2.13076
36.27466,15.35141,2.06464
37.50997,17.56267,2.36
35.67957,19.32382,2.1943
38.56931,19.46769,2.48448
36.26673,13.40246,2.08512
34.88928,10.998,2.03247
30.3351,17.06877,2.09794
31.16727,11.11895,2.15647
38.26142,10.14486,2.0436
32.21963,13.11801,2.04792
37.9715,15.2609,2.27743
39.89285,17.43511,2.21544
36.14159,10.73636,2.33256
39.61617,10.71055,2.21992
32.58853,17.74398,2.05814
37.24568,14.08849,2.19308
36.98406,14.46338,2.01036
34.63602,12.035,2.31566
36.51143,15.62158,2.45778
32.41378,16.3583,2.21267
37.59096,12.31517,2.03366
37.17225,15.25148,2.07449
33.75587,14.23855,2.05975
36.78681,12.33153,2.32683
31.70109,17.88261,2.28178
30.20182,10.94259,2.2822
38.24186,17.71422,2.00593
30.19892,17.60383,2.09072
35.43575,10.37022,2.32161
34.57728,14.63522,2.13626
33.68106,16.62975,2.42114
36.21787,14.31943,2.05687
37.09173,10.93469,2.3784
32.76121,17.28638,2.49161
33.22028,13.83405,2.04743
31.42119,14.39051,2.35872
32.54161,15.96155,2.47195
30.89108,18.06738,2.28622
38.28445,12.44302,2.01423
33.83549,16.18351,2.27493
35.48113,10.85567,2.19506
37.10558,17.38045,2.0054
37.2278,11.43306,2.39373
34.51558,18.35701,2.48198
36.17991,13.50203,2.42406
34.10503,13.12268,2.43945
31.14234,14.49558,2.12656
34.70534,14.42922,2.38883
35.10565,12.54171,2.36844
39.46194,13.62663,2.34394
33.05862,15.32891,2.24273
37.43816,19.13432,2.27819
37.69643,13.59474,2.34945
37.80196,18.21634,2.02877
35.65197,15.15249,2.41955
35.8187,19.6938,2.09682
36.51307,15.05655,2.3982
39.0765,10.20501,2.08398
39.05188,14.24933,2.45681
32.37422,19.81558,2.04606
35.82346,12.85138,2.18778
33.55726,10.09134,2.26811
37.9005,16.04386,2.29288
30.39765,12.11279,2.21909
39.94291,19.28342,2.32238
39.11327,19.9775,2.28468
35.77008,18.47978,2.36673
33.63873,18.04955,2.01015
34.59098,12.11662,2.28985
36.69481,11.78508,2.41263
37.19592,16.39181,2.29885
33.09064,17.35875,2.13556
37.54541,17.27863,2.49294
38.11862,15.57054,2.06848
37.71667,16.15349,2.25574
33.60749,15.61172,2.16693
35.70744,14.31527,2.31621
31.29607,10.9785,2.0187
32.66817,18.19446,2.32995
35.13486,15.1324,2.14538
31.27772,14.17456,2.02818
36.00344,19.88135,2.34571
30.52024,13.62668,2.31108
32.59959,15.81547,2.19097
39.45792,16.96315,2.12515
35.62282,11.63468,2.07691
39.13158,11.62593,2.00979
33.16343,18.57019,2.03468
32.69098,17.61962,2.45562
34.58893,19.64531,2.16332
34.02004,12.50969,2.32991
37.64948,19.4478,2.45346
39.32771,17.58564,2.10056
32.40852,15.07787,2.45603
39.11201,18.57613,2.06358
30.29632,18.36307,2.12492
30.13521,19.76894,2.36546
33.9182,14.63666,2.25421
30.72948,14.45971,2.68235
36.37803,19.16406,2.61374
35.22857,19.11549,2.85521
34.64533,16.33292,2.88293
34.48991,18.93015,2.94154
38.57638,18.45463,2.95368
39.92464,12.76717,2.92821
32.89604,14.45737,2.6341
38.7655,17.44843,2.63849
30.21048,11.8777,2.746
38.36299,11.99746,2.88322
33.59921,16.14415,2.9513
36.43475,18.98606,2.86144
30.35117,17.46095,2.55302
35.9754,18.35827,2.51917
31.37089,13.50211,2.5657
30.11956,11.53383,2.58423
32.3661,12.40151,2.84979
32.75774,17.84717,2.59226
35.15059,15.29054,2.59983
37.3274,19.03693,2.62211
32.97263,15.19572,2.73511
37.77278,12.53706,2.69838
31.4453,19.61613,2.86382
33.33698,10.02887,2.5404
34.26983,11.74958,2.99328
34.92198,10.54725,2.84125
30.14653,12.22357,2.82779
36.14407,12.74852,2.65405
34.01621,14.50448,2.50628
32.50246,12.38877,2.97384
37.34521,11.7854,2.65535
31.66611,17.66131,2.9225
32.86602,19.95514,2.92562
34.50169,18.03986,2.57658
39.91268,13.80773,2.81694
32.53936,14.54107,2.73041
37.10532,10.70941,2.66519
32.55118,15.58726,2.89108
37.15095,10.32939,2.95851
37.94782,10.59548,2.67932
31.39774,10.14079,2.80616
38.80119,12.61945,2.65132
33.16075,11.8051,2.77811
30.97408,11.15958,2.82881
32.6187,15.77511,2.92882
36.68749,16.25047,2.63638
32.28215,13.80258,2.71872
30.99544,10.9896,2.874
33.88175,18.8736,2.62923
38.14497,12.9509,2.87916
37.58722,18.69959,2.93538
30.37871,19.4961,2.80655
35.88088,18.42237,2.90373
36.38217,16.05197,2.85798
39.21687,17.35616,2.87931
30.72257,10.64681,2.5695
38.50774,13.70266,2.88448
33.69366,19.95523,2.66271
31.91811,16.91648,2.85704
34.90769,19.38094,2.93623
39.9464,11.80513,2.94094
32.14631,19.47149,2.53916
31.16045,19.28837,2.59664
31.84646,11.22736,2.87411
33.8256,11.06804,2.63725
34.98369,18.87893,2.96326
32.85724,19.16795,2.95424
36.55141,13.71265,2.54824
33.02806,14.1782,2.69191
30.56039,17.26102,2.81519
30.43863,19.09369,2.79803
30.76885,11.26685,2.85823
32.97415,14.94614,2.87379
39.69053,17.61316,2.91128
31.49906,16.9349,2.64469
31.10273,13.38656,2.98901
35.28704,16.25398,2.93091
32.6057,16.48565,2.73367
39.69689,14.8023,2.68515
36.47062,18.53571,2.92481
32.72731,12.33288,2.96056
31.53785,18.19138,2.78063
32.50988,17.72067,2.59974
39.18888,12.28709,2.6533
37.86896,10.2328,2.58823
39.13226,17.63972,2.53954
38.14821,16.93178,2.69954
36.14486,10.22123,2.95508
37.60792,12.66713,2.55463
31.55084,10.11415,2.61132
37.61607,15.64625,2.59276
31.61315,15.41361,2.51853
36.74785,14.77219,2.9141
38.15411,12.45498,2.84403
37.25895,10.91709,2.83029
37.24777,17.95069,2.67938
37.08,14.72012,2.91824
36.92997,19.56503,2.64869
39.74766,13.6188,2.52354
30.61716,13.59729,2.86698
34.76048,11.41166,2.53499
33.69309,16.36183,2.53795
38.38928,17.15032,2.8201
34.16353,17.03039,2.7763
38.78574,18.77594,2.56753
32.99665,16.66114,2.52811
33.65011,17.93871,2.92326
38.89625,14.69159,2.9177
37.78749,17.59377,2.90817
39.07335,11.92432,2.87358
34.78126,11.88904,2.98397
33.53052,15.56645,2.91
34.75598,12.30108,2.83078
38.76038,12.03505,2.91419
35.48519,12.86967,2.89951
37.79651,10.80581,2.51993
35.80314,18.59585,2.88008
33.43952,11.40829,2.54474
30.51404,19.00081,2.75468
39.4298,12.65252,2.67247
38.38053,16.18804,2.81537
30.37798,10.26079,2.88678
36.58098,18.94904,2.51674
36.04024,11.11184,2.86779
33.46504,15.59286,2.8756
36.20408,15.74197,2.64014
34.80219,12.89555,2.82296
30.45005,10.5681,2.81182
38.56676,16.21758,2.87416
34.18306,18.46862,2.99264
30.37425,16.42865,2.93123
34.04591,18.36575,2.88311
36.55977,19.1962,2.99077
37.24616,12.876,2.50987
39.14393,18.51783,2.86109
32.85646,12.28728,2.86753
39.62047,16.85007,2.9817
31.63101,17.99466,2.67158
35.12363,10.13985,2.89264
33.20693,15.78547,2.69253
34.70873,17.08089,2.57379
33.30409,11.82894,2.77342
38.74994,17.83661,2.88394
34.18805,11.4436,2.71128
38.8629,19.46678,2.57101
34.65923,14.1666,2.71329
37.69297,17.95082,2.796
38.87923,18.46113,2.59131
31.63066,15.8674,2.67054
39.36785,13.37451,2.6115
39.7161,16.28522,2.60558
38.73496,10.6088,2.54822
36.59841,13.85034,2.51092
35.38065,18.87973,2.51011
37.75441,17.8573,2.67299
38.28563,13.46362,2.78385
30.04922,15.39509,2.93074
35.80024,10.38417,2.666
33.40802,14.96025,2.70029
39.05174,15.73386,2.81573
34.79701,17.70474,2.57358
39.83929,16.20154,2.95725
31.91583,13.21837,2.68898
30.94638,16.66624,2.53755
33.41676,18.87883,2.94395
39.52167,14.11989,2.52333
30.12081,16.10507,2.87223
33.13823,16.95444,2.53832
31.46333,15.54232,2.57912
34.29905,11.68588,2.73575
31.11936,11.09796,2.58223
32.06857,18.95049,2.68766
34.95281,12.85789,2.52672
35.49498,15.44052,2.75809
36.5115,14.85559,2.66326
34.79364,11.5898,2.84241
39.81793,12.84939,2.94569
31.38807,17.30477,2.54946
30.65738,16.77382,2.98286
36.07881,10.37478,2.77886
34.0023,15.97395,2.85826
30.05362,11.04245,2.66079
38.41198,15.58629,2.51602
31.13931,14.82119,2.87898
36.64191,16.26175,2.63475
38.67813,10.33057,2.50053
38.05236,15.37927,2.86957
36.86426,18.16256,2.74247
36.46195,19.98232,2.62061
33.09139,19.27624,2.50179
34.02956,17.6447,2.78532
33.22653,19.93946,2.87659
34.51439,18.62289,2.57668
35.54046,12.52076,2.58803
34.20932,19.3843,2.70234
33.8613,15.60049,2.85727
39.60968,17.03769,2.73405
35.68228,12.47316,2.56601
33.97539,17.13408,2.87697
35.3459,10.30981,2.71765
30.20685,15.79236,2.74493
30.15928,17.94038,2.5587
37.44047,18.02939,2.55533
37.25258,14.02338,2.81236
34.3674,19.57565,2.78468
32.85535,15.28086,2.63481
35.53631,15.63202,2.50279
34.25401,14.95834,2.62918
37.05987,15.88468,2.55087
31.87545,10.67344,2.96168
38.70044,11.94332,2.8839
31.59288,10.11369,2.68465
37.84131,18.3357,2.75808
33.60308,18.52784,2.70175
35.21084,11.2314,2.95123
33.65382,10.36734,2.54564
30.47868,11.72835,2.51201
36.36953,13.98392,2.94033
33.18099,19.32907,2.98938
35.86825,11.32009,2.95439
33.78878,15.42492,2.86045
38.60153,13.15377,2.58356
32.33149,19.4421,2.63817
37.69243,12.87574,2.88084
32.50376,16.62515,2.78234
36.35047,18.31748,2.64823
37.19041,17.54988,2.98477
38.86966,19.91338,2.8071
34.20595,16.31162,2.83817
37.99141,11.1422,2.73792
39.88355,19.64706,3.10219
39.85507,19.51782,3.28987
39.47474,11.98547,3.00464
30.44897,13.80375,3.15454
30.47253,12.14815,3.45344
30.85877,10.41118,3.1489
31.55992,19.6408,3.19538
32.63341,10.76615,3.03724
39.0191,17.65059,3.25266
32.90136,12.47678,3.19741
31.274,16.13367,3.1082
31.65205,19.5347,3.35511
35.01482,12.99378,3.03609
32.33632,19.67393,3.18677
30.86396,14.58741,3.2872
31.15141,10.64969,3.27525
31.61487,18.13929,3.46673
38.87842,16.12132,3.19851
32.0875,12.85698,3.07443
34.81164,16.03111,3.17582
38.85239,12.12928,3.4322
37.06319,16.10923,3.37488
31.54784,13.16193,3.09727
37.31394,10.32827,3.26109
36.30934,10.9927,3.30883
34.44062,18.03831,3.38811
34.48358,18.28819,3.42753
37.87322,11.90553,3.32476
31.13614,14.20195,3.06625
33.67236,16.83374,3.21918
31.5118,12.36885,3.19583
35.50309,17.51954,3.03693
32.81456,12.14751,3.28725
36.28383,11.47964,3.45675
34.19136,11.74065,3.25276
31.54711,18.84223,3.11515
30.24056,18.11904,3.0638
37.26378,19.37164,3.44855
39.73582,11.62518,3.43107
32.21968,10.2411,3.30705
38.04487,14.70116,3.37583
30.0072,11.19059,3.12834
36.98038,16.75536,3.37239
33.94319,17.75568,3.35943
35.08028,15.86616,3.10035
31.63357,17.56408,3.48543
39.63129,19.07876,3.23366
33.62502,14.43458,3.08924
34.89647,17.81514,3.37931
39.76723,12.82382,3.04819
32.58193,14.13467,3.14243
34.97525,17.90231,3.1015
36.08011,18.75285,3.4102
39.06928,10.03641,3.04332
34.74887,13.84439,3.09692
37.24828,14.81242,3.31015
31.5021,13.33131,3.49029
38.59753,11.48827,3.38514
39.44256,10.78947,3.02472
33.10478,14.29662,3.36271
31.87158,16.30198,3.44721
38.85177,13.94465,3.33184
38.67885,11.35303,3.15764
36.65189,16.66105,3.02005
33.08323,11.27245,3.35543
30.87026,11.15181,3.37644
39.87275,17.85627,3.26361
30.98848,12.90002,3.25973
31.85927,18.40805,3.46133
37.50154,19.07584,4.2121
36.4512,17.00782,4.02193
31.98473,10.02137,4.20757
39.94464,21.36441,0.59805
34.81416,24.0625,0.88972
33.66943,27.3691,0.51515
32.75573,22.40387,0.64603
31.66549,27.65663,0.9978
35.70214,21.32456,0.90745
39.04283,28.79371,0.94096
39.20366,24.39751,0.66723
35.73021,25.93314,0.71178
30.40631,27.86217,0.78964
34.54012,22.53888,0.59786
31.68804,28.76286,0.78356
37.7321,23.54624,0.71856
34.66309,22.06426,0.75063
33.80278,29.89942,0.83958
39.82146,22.10321,0.83913
32.3113,22.15815,0.52685
31.38274,23.87758,0.96567
35.69774,21.91235,0.83745
34.03848,26.24413,0.69378
39.57676,24.38245,0.67271
39.67833,26.1018,0.61992
32.10457,28.01292,0.62426
38.40511,24.11871,0.98531
31.89256,21.83229,0.80872
36.38993,27.96424,0.71373
30.62045,26.28894,0.83219
38.7355,29.33944,0.63611
33.83413,29.00952,0.72744
36.36567,26.38845,0.70032
32.01863,28.70829,0.86874
36.78335,25.65607,0.57845
36.81889,26.75304,0.64374
39.33721,27.95107,0.72903
31.77313,20.14934,0.99932
35.2094,29.9483,0.50538
33.28719,27.23323,0.82221
33.65595,28.25304,0.68312
32.04493,22.91243,0.92741
39.96398,23.14716,0.66921
39.63829,28.03526,0.94336
34.34093,29.56477,0.93767
37.4971,29.23537,0.60096
36.63151,26.08201,0.81345
33.16767,25.28301,0.96973
35.0707,23.58444,0.77712
34.21884,23.53506,0.97066
31.64691,22.51973,0.65839
35.0247,23.06303,0.60362
34.19657,27.33521,0.92723
37.59958,25.189,0.83857
32.40825,25.74393,0.86748
38.4662,25.98466,0.58901
36.27228,23.61109,0.55627
36.38778,21.78315,0.95308
31.45558,22.91081,0.89198
34.43536,26.69614,0.50377
34.92948,20.30637,0.90519
32.81459,25.17662,0.55545
32.56096,29.4297,0.9983
38.4256,28.07609,0.66833
37.0865,23.32184,0.9436
33.44835,23.90186,0.91899
35.71076,25.45314,0.92324
36.86246,22.03571,0.65887
39.99167,23.67307,0.70151
35.81241,22.46382,0.91318
30.69283,28.18909,0.70769
37.99176,20.02731,0.6009
37.75382,23.36455,0.71142
34.84925,21.55732,0.58227
38.98448,29.58909,0.64931
38.69538,28.42379,0.66297
33.23415,22.10802,0.71231
33.55236,22.88887,0.93151
38.44125,26.33791,0.89479
35.9913,24.50693,0.86462
37.16038,22.86998,0.76044
35.10379,22.82312,0.73857
31.33636,22.22228,0.93004
32.20148,27.57989,0.93373
36.97883,28.6492,0.81554
34.20871,20.91015,0.93288
39.52861,20.84665,0.86041
39.94251,26.52436,0.61001
38.77367,21.12003,0.56279
34.7604,28.07961,0.64711
33.32277,21.14305,0.56768
35.88206,20.7603,0.74499
38.60055,26.44081,0.62496
38.57189,24.02609,1.00953
31.83642,28.21985,1.48492
39.78689,24.44551,1.27525
35.36787,22.39667,1.25564
30.11955,25.25068,1.18325
30.5478,25.38804,1.27065
30.31305,27.30803,1.06546
31.21593,23.43885,1.16338
31.62771,26.82408,1.3113
30.75735,26.10725,1.32399
30.53232,23.57906,1.14855
36.26798,25.86185,1.13803
32.12774,25.49915,1.40928
32.14024,29.11221,1.26327
37.78322,28.5265,1.08723
30.90586,28.98808,1.24567
32.19923,25.80056,1.43432
31.56812,22.28297,1.43283
37.73818,24.98496,1.18396
33.65249,22.87948,1.10733
32.5807,20.77417,1.42445
31.61364,24.22123,1.40925
34.02841,28.07301,1.09124
39.31698,21.65981,1.00773
33.11264,27.99441,1.13175
32.45571,29.69619,1.23135
37.52099,27.00342,1.05806
35.32311,29.99331,1.13765
35.1515,25.99222,1.14318
39.03,25.29589,1.20269
39.59269,27.04787,1.1723
30.15915,26.67147,1.39775
35.83726,29.88818,1.48803
38.87719,22.61319,1.20211
37.31228,28.83684,1.05525
32.10796,22.24785,1.06119
34.06405,27.10566,1.08633
31.15653,21.958,1.13732
32.55099,28.95302,1.17639
37.3984,24.28951,1.03076
32.93207,27.14699,1.35367
31.42746,21.1488,1.34048
30.29508,20.18824,1.40805
35.30412,24.87585,1.05567
39.74122,23.03283,1.44396
34.81605,29.09581,1.38691
33.70879,21.25614,1.09244
33.35391,23.97537,1.30568
30.86678,27.20064,1.15186
37.52432,22.13193,1.33205
37.44686,21.05663,1.45435
35.21231,20.3873,1.02481
30.43751,24.69421,1.18822
37.88833,26.65161,1.14834
39.15177,24.02587,1.4767
31.67384,28.57148,1.31706
36.56392,27.53701,1.05662
32.42861,23.21934,1.09233
31.8844,26.92227,1.19627
30.13835,22.84846,1.19739
36.81206,20.43755,1.04139
34.21781,26.11136,1.0991
35.15315,29.32781,1.38069
35.62895,27.21503,1.17293
33.28985,27.81635,1.23109
37.15993,28.04933,1.08863
38.96106,29.45047,1.49274
38.84657,25.01352,1.18508
33.98933,22.06836,1.05227
31.83387,20.76571,1.1227
31.90632,28.65693,1.35237
36.45274,27.14017,1.06611
39.36709,28.10602,1.31343
38.42768,28.03501,1.29975
35.48693,28.13143,1.00675
31.09018,27.37457,1.07537
37.47973,20.16004,1.21965
36.1001,28.19268,1.16477
38.13153,26.93146,1.25489
31.08954,28.6307,1.10865
35.23249,20.85535,1.43181
36.09039,21.16468,1.25776
39.91769,25.24089,1.06556
38.64837,23.72826,1.37055
33.97783,25.11659,1.11627
32.25508,25.36176,1.29172
39.49866,27.73903,1.34443
33.27347,24.37962,1.11812
35.22399,24.21113,1.25956
37.16505,20.21944,1.42823
36.28512,20.59422,1.12629
37.38243,25.43976,1.41532
34.94952,20.24241,1.39163
31.73911,20.57379,1.07449
33.87139,29.8444,1.46631
30.09081,28.27427,1.0403
36.34955,23.00699,1.01715
36.32961,20.25449,1.22516
39.66532,29.73199,1.23774
32.9711,28.19129,1.46552
31.50373,24.08936,1.02269
36.95469,21.95805,1.29634
36.12762,29.34523,1.21946
32.43494,22.9346,1.21896
37.5464,27.51401,1.00606
33.30172,28.44598,1.41109
35.06286,29.0035,1.04643
38.49192,23.55727,1.44825
36.03475,27.71169,1.00533
31.86244,23.16593,1.05518
37.98964,21.71214,1.03419
30.6301,24.1816,1.4447
32.38733,25.394,1.45483
37.42596,25.75047,1.00816
33.04714,29.30839,1.37577
34.63968,21.20568,1.42702
31.58939,26.37844,1.49695
33.38207,21.73199,1.38164
30.43207,23.95837,1.39061
36.32691,20.79352,1.00776
30.39946,26.31099,1.43677
34.69402,25.151,1.33756
36.40093,25.96901,1.08176
35.12699,28.39325,1.34857
39.24173,22.195,1.32976
35.62474,20.91201,1.43606
37.64239,28.61537,1.06619
30.81224,22.3175,1.45905
34.58792,21.9872,1.13215
30.94216,29.50167,1.43492
31.82979,29.14861,1.17679
33.57399,26.84064,1.12912
39.5027,23.43931,1.03146
33.53749,20.82858,1.14549
31.07152,29.52262,1.36282
37.17843,27.39016,1.50833
30.20422,21.46033,1.86311
35.22888,25.332,1.91806
34.26527,29.77831,1.62762
30.52529,26.20706,1.84772
36.42767,22.48614,1.7217
30.56299,28.41989,1.80505
37.59743,21.04461,1.51816
33.76232,24.11993,1.86614
32.45881,21.20015,1.73182
36.43568,21.20288,1.89168
36.96526,20.09337,1.7757
31.62936,21.96526,1.75036
32.66747,25.5612,1.79169
32.9768,21.04379,1.6846
33.61213,26.85446,1.63234
37.89394,29.86687,1.52975
32.84211,26.00253,1.5037
35.3073,22.83319,1.7851
38.78415,29.5093,1.56776
34.30461,27.21574,1.83303
39.19725,23.48034,1.60051
33.25679,20.42047,1.64986
32.02672,22.58828,1.76661
34.79116,26.67977,1.81882
30.11016,26.89952,1.84016
37.24416,28.92328,1.562
36.46864,20.3275,1.73983
32.61609,23.676,1.71404
34.37946,27.68193,1.73809
37.52914,20.58245,1.7277
32.95775,28.99275,1.52606
38.7612,22.67955,1.79754
38.06546,25.87915,1.77883
34.44432,21.52173,1.6439
36.31841,27.03485,1.62631
37.57552,20.83911,1.93248
36.26874,20.99165,1.92785
39.97397,21.93618,1.60982
33.39858,23.03997,1.68374
30.12186,27.35388,1.70568
31.0964,24.93832,1.56963
39.22286,27.41999,1.83522
38.4836,28.86666,1.85179
31.13192,28.20624,1.77739
38.35426,22.37019,1.56046
31.05192,29.28754,1.53207
39.86417,20.5565,1.50417
34.92324,25.69407,1.56212
36.35888,27.7137,1.59909
36.8545,27.56062,1.83243
34.53119,22.13904,1.90248
31.59542,23.53656,1.66404
32.6235,25.55833,1.55023
39.50878,24.34493,1.61255
30.91635,27.73598,1.59306
36.10474,26.5387,1.58024
36.19623,25.0854,1.54858
37.96858,29.30006,1.9935
34.83855,25.54231,1.98407
39.3717,21.38706,1.6372
31.92887,23.59247,1.96503
34.31585,22.15797,1.79044
35.71311,28.25486,1.56139
37.58924,22.31453,1.55423
31.47692,25.40131,1.85388
32.14586,22.36457,1.66716
39.27622,21.7595,1.53859
35.58534,26.27261,1.70298
33.05785,25.80634,1.99111
34.71471,23.79171,1.83716
30.88462,23.12985,1.6031
37.18799,25.34392,1.63891
32.79594,26.10846,1.84227
32.53137,20.20762,1.959
31.14897,23.41396,1.95585
37.41677,20.37036,1.93867
37.21085,24.07413,1.93529
36.43718,21.70635,1.77924
39.6084,27.61311,1.8497
31.26954,25.14178,1.71398
30.42003,22.12866,1.81203
37.55006,27.63079,1.71305
31.55795,28.93561,1.73154
31.6499,29.99386,1.85016
32.37149,26.89208,1.86171
31.7663,29.20463,1.89915
31.36436,23.45736,1.75314
38.01003,29.19602,1.78053
35.55083,25.03362,1.87951
34.13006,24.16379,1.79388
35.49363,25.99584,1.53733
31.16312,23.8334,1.87424
34.62025,27.93292,1.82892
39.21194,29.98758,1.57296
37.13827,29.24911,1.54809
35.99317,27.78762,1.80871
30.87806,20.06222,1.78338
37.88432,24.13802,1.78674
36.1414,22.4762,1.85741
37.16261,24.41022,1.96471
31.93301,20.76392,1.71059
32.61888,27.05075,1.781
31.7357,23.59857,1.77082
35.37117,27.69625,1.54262
31.91696,28.22105,1.55606
35.95727,22.00728,1.81364
35.31493,25.9249,1.82168
39.64739,24.12764,1.7581
34.49465,23.02425,1.81108
33.93209,23.31207,1.5197
31.71854,28.1961,1.57219
32.10342,25.36141,1.81043
36.30028,29.07966,1.84204
34.06218,25.43824,1.99341
36.33896,29.08655,1.61082
35.25797,22.30634,1.54394
38.01761,29.09027,1.86794
35.11153,23.69573,1.57878
31.74227,28.71999,1.771
33.38328,20.91502,1.83329
30.0095,24.94165,1.87025
34.17224,28.16737,1.90033
39.62174,21.70698,1.57126
36.07987,22.83361,1.92435
30.70678,22.15194,1.9709
30.52112,24.09161,1.7721
37.84047,23.61657,1.96572
38.64871,23.32969,1.74514
38.89363,24.03216,1.6073
37.99297,26.96881,1.78751
33.99516,20.10918,1.94236
35.03047,23.62325,1.87923
38.08088,29.37696,1.52254
30.19824,21.87344,1.75486
30.03697,21.04315,1.75827
39.53103,29.99348,1.9251
37.20864,24.30881,1.91456
31.6477,24.09623,1.83638
33.36184,21.81459,1.69233
36.49963,24.17943,1.91799
32.71352,21.42364,1.80298
39.89982,25.11802,1.76046
34.50519,29.92423,1.74635
38.30241,23.21979,1.90684
39.56777,24.56755,1.9699
39.15874,24.04582,1.91125
34.03808,20.29185,1.60211
32.57024,24.09606,1.56031
37.14527,28.18626,1.74596
39.35323,27.73944,1.65271
34.54294,24.79255,1.83341
39.60124,20.81971,1.76756
37.74052,26.87892,1.55315
33.31457,21.2175,1.59467
33.96246,21.32755,1.83937
32.11682,26.00523,1.63451
37.67035,29.62007,1.92625
33.3478,21.97881,1.79944
34.81481,29.72653,1.64431
38.2464,26.53135,1.88133
37.77388,29.5813,1.98617
38.84043,22.9599,1.90941
36.18575,27.00694,1.88844
35.25837,29.23398,1.868
36.81435,25.5689,1.54859
35.36498,28.15001,1.76634
31.41127,27.47244,1.77944
30.13221,27.80272,1.75315
33.01773,21.9651,1.93463
31.32419,27.29298,1.86461
32.8991,26.93682,1.72313
30.40446,27.28407,1.98667
31.6622,22.74385,1.89607
33.50031,27.73217,1.91328
38.55994,27.89401,1.59542
35.09136,24.91717,1.94127
34.25354,26.00182,1.77486
39.04062,23.85496,1.88233
31.38894,27.8535,1.72542
33.78508,29.17431,1.73715
37.19909,20.86796,1.52892
38.84918,20.33361,1.8526
31.83475,27.06687,1.73256
34.47174,26.4454,1.66357
33.9749,28.53511,1.63473
39.28678,26.39703,2.2276
30.07641,23.31176,2.38703
31.46087,29.8803,2.03253
33.46951,23.98465,2.32102
36.31952,28.70552,2.32147
33.95566,25.34369,2.30076
30.45179,21.35039,2.42875
30.35429,23.17643,2.22024
35.97415,23.31655,2.21978
33.99802,28.96836,2.37384
35.43181,25.13319,2.22679
39.96428,28.50452,2.15383
39.90897,28.97338,2.40641
34.75149,20.90753,2.01898
31.05706,26.28261,2.12773
30.55546,27.03082,2.32921
33.93856,20.21687,2.13466
36.53783,29.16396,2.20706
38.31935,29.57516,2.12631
35.72078,26.83885,2.30082
37.86928,27.53869,2.37206
33.36212,26.97392,2.07472
